x,y,simtime,communication_radius,"max_vehicle_communication",id
1485.04,841.29,15.9,100.0,15.0,1b
1498.87,847.16,15.9,100.0,15.0,1
1457.38,1043.5,15.9,100.0,15.0,204c
583.69,854.5,16.112,100.0,15.0,9
323.63,227.57,16.112,100.0,15.0,12
977.75,829.69,16.112,100.0,15.0,52
1425.56,1082.94,16.112,100.0,15.0,78
768.63,816.34,16.112,100.0,15.0,53
1470.88,1073.94,16.112,100.0,15.0,44
778.0,613.44,16.112,100.0,15.0,82
1573.69,569.0,16.112,100.0,15.0,27
1504.51,825.41,16.112,100.0,15.0,1c
798.63,778.69,16.112,100.0,15.0,15
1489.07,825.69,16.112,100.0,15.0,3
1579.38,473.19,16.112,100.0,15.0,34
874.28,625.54,16.112,100.0,15.0,63
1485.04,841.29,16.112,100.0,15.0,1b
1498.87,847.16,16.112,100.0,15.0,1
1457.38,1043.5,16.112,100.0,15.0,204c
583.69,854.5,16.324,100.0,15.0,9
323.63,227.57,16.324,100.0,15.0,12
977.75,829.69,16.324,100.0,15.0,52
1425.56,1082.94,16.324,100.0,15.0,78
768.63,816.34,16.324,100.0,15.0,53
1470.88,1073.94,16.324,100.0,15.0,44
778.0,613.44,16.324,100.0,15.0,82
1573.69,569.0,16.324,100.0,15.0,27
1504.51,825.41,16.324,100.0,15.0,1c
798.63,778.69,16.324,100.0,15.0,15
1489.07,825.69,16.324,100.0,15.0,3
1579.38,473.19,16.324,100.0,15.0,34
874.28,625.54,16.324,100.0,15.0,63
1485.04,841.29,16.324,100.0,15.0,1b
1498.87,847.16,16.324,100.0,15.0,1
1457.38,1043.5,16.324,100.0,15.0,204c
583.69,854.5,16.536,100.0,15.0,9
323.63,227.57,16.536,100.0,15.0,12
977.75,829.69,16.536,100.0,15.0,52
1425.56,1082.94,16.536,100.0,15.0,78
768.63,816.34,16.536,100.0,15.0,53
1470.88,1073.94,16.536,100.0,15.0,44
778.0,613.44,16.536,100.0,15.0,82
1573.69,569.0,16.536,100.0,15.0,27
1504.51,825.41,16.536,100.0,15.0,1c
798.63,778.69,16.536,100.0,15.0,15
1489.07,825.69,16.536,100.0,15.0,3
1579.38,473.19,16.536,100.0,15.0,34
874.28,625.54,16.536,100.0,15.0,63
1485.04,841.29,16.536,100.0,15.0,1b
1498.87,847.16,16.536,100.0,15.0,1
1457.38,1043.5,16.536,100.0,15.0,204c
583.69,854.5,16.748,100.0,15.0,9
323.63,227.57,16.748,100.0,15.0,12
977.75,829.69,16.748,100.0,15.0,52
1425.56,1082.94,16.748,100.0,15.0,78
768.63,816.34,16.748,100.0,15.0,53
1470.88,1073.94,16.748,100.0,15.0,44
778.0,613.44,16.748,100.0,15.0,82
1573.69,569.0,16.748,100.0,15.0,27
1504.51,825.41,16.748,100.0,15.0,1c
798.63,778.69,16.748,100.0,15.0,15
1489.07,825.69,16.748,100.0,15.0,3
1579.38,473.19,16.748,100.0,15.0,34
874.28,625.54,16.748,100.0,15.0,63
1485.04,841.29,16.748,100.0,15.0,1b
1498.87,847.16,16.748,100.0,15.0,1
1457.38,1043.5,16.748,100.0,15.0,204c
583.69,854.5,16.96,100.0,15.0,9
323.63,227.57,16.96,100.0,15.0,12
977.75,829.69,16.96,100.0,15.0,52
1425.56,1082.94,16.96,100.0,15.0,78
768.63,816.34,16.96,100.0,15.0,53
1470.88,1073.94,16.96,100.0,15.0,44
778.0,613.44,16.96,100.0,15.0,82
1573.69,569.0,16.96,100.0,15.0,27
1504.51,825.41,16.96,100.0,15.0,1c
798.63,778.69,16.96,100.0,15.0,15
1489.07,825.69,16.96,100.0,15.0,3
1579.38,473.19,16.96,100.0,15.0,34
874.28,625.54,16.96,100.0,15.0,63
1485.04,841.29,16.96,100.0,15.0,1b
1498.87,847.16,16.96,100.0,15.0,1
1457.38,1043.5,16.96,100.0,15.0,204c
583.69,854.5,17.172,100.0,15.0,9
323.63,227.57,17.172,100.0,15.0,12
977.75,829.69,17.172,100.0,15.0,52
1425.56,1082.94,17.172,100.0,15.0,78
768.63,816.34,17.172,100.0,15.0,53
1470.88,1073.94,17.172,100.0,15.0,44
778.0,613.44,17.172,100.0,15.0,82
1573.69,569.0,17.172,100.0,15.0,27
1504.51,825.41,17.172,100.0,15.0,1c
798.63,778.69,17.172,100.0,15.0,15
1489.07,825.69,17.172,100.0,15.0,3
1579.38,473.19,17.172,100.0,15.0,34
874.28,625.54,17.172,100.0,15.0,63
1485.04,841.29,17.172,100.0,15.0,1b
1498.87,847.16,17.172,100.0,15.0,1
1457.38,1043.5,17.172,100.0,15.0,204c
583.69,854.5,17.384,100.0,15.0,9
323.63,227.57,17.384,100.0,15.0,12
977.75,829.69,17.384,100.0,15.0,52
1425.56,1082.94,17.384,100.0,15.0,78
768.63,816.34,17.384,100.0,15.0,53
1470.88,1073.94,17.384,100.0,15.0,44
778.0,613.44,17.384,100.0,15.0,82
1573.69,569.0,17.384,100.0,15.0,27
1504.51,825.41,17.384,100.0,15.0,1c
798.63,778.69,17.384,100.0,15.0,15
1489.07,825.69,17.384,100.0,15.0,3
1579.38,473.19,17.384,100.0,15.0,34
874.28,625.54,17.384,100.0,15.0,63
1485.04,841.29,17.384,100.0,15.0,1b
1498.87,847.16,17.384,100.0,15.0,1
1457.38,1043.5,17.384,100.0,15.0,204c
583.69,854.5,17.596,100.0,15.0,9
323.63,227.57,17.596,100.0,15.0,12
977.75,829.69,17.596,100.0,15.0,52
1425.56,1082.94,17.596,100.0,15.0,78
768.63,816.34,17.596,100.0,15.0,53
1470.88,1073.94,17.596,100.0,15.0,44
778.0,613.44,17.596,100.0,15.0,82
1573.69,569.0,17.596,100.0,15.0,27
1504.51,825.41,17.596,100.0,15.0,1c
798.63,778.69,17.596,100.0,15.0,15
1489.07,825.69,17.596,100.0,15.0,3
1579.38,473.19,17.596,100.0,15.0,34
874.28,625.54,17.596,100.0,15.0,63
1485.04,841.29,17.596,100.0,15.0,1b
1498.87,847.16,17.596,100.0,15.0,1
1457.38,1043.5,17.596,100.0,15.0,204c
583.69,854.5,17.808,100.0,15.0,9
323.63,227.57,17.808,100.0,15.0,12
977.75,829.69,17.808,100.0,15.0,52
1425.56,1082.94,17.808,100.0,15.0,78
768.63,816.34,17.808,100.0,15.0,53
1470.88,1073.94,17.808,100.0,15.0,44
778.0,613.44,17.808,100.0,15.0,82
1573.69,569.0,17.808,100.0,15.0,27
1504.51,825.41,17.808,100.0,15.0,1c
798.63,778.69,17.808,100.0,15.0,15
1489.07,825.69,17.808,100.0,15.0,3
1579.38,473.19,17.808,100.0,15.0,34
874.28,625.54,17.808,100.0,15.0,63
1485.04,841.29,17.808,100.0,15.0,1b
1498.87,847.16,17.808,100.0,15.0,1
1457.38,1043.5,17.808,100.0,15.0,204c
583.69,854.5,18.02,100.0,15.0,9
323.63,227.57,18.02,100.0,15.0,12
977.75,829.69,18.02,100.0,15.0,52
1425.56,1082.94,18.02,100.0,15.0,78
768.63,816.34,18.02,100.0,15.0,53
1470.88,1073.94,18.02,100.0,15.0,44
778.0,613.44,18.02,100.0,15.0,82
1573.69,569.0,18.02,100.0,15.0,27
1504.51,825.41,18.02,100.0,15.0,1c
798.63,778.69,18.02,100.0,15.0,15
1489.07,825.69,18.02,100.0,15.0,3
1579.38,473.19,18.02,100.0,15.0,34
874.28,625.54,18.02,100.0,15.0,63
1485.04,841.29,18.02,100.0,15.0,1b
1498.87,847.16,18.02,100.0,15.0,1
1457.38,1043.5,18.02,100.0,15.0,204c
583.69,854.5,18.232,100.0,15.0,9
323.63,227.57,18.232,100.0,15.0,12
977.75,829.69,18.232,100.0,15.0,52
1425.56,1082.94,18.232,100.0,15.0,78
768.63,816.34,18.232,100.0,15.0,53
1470.88,1073.94,18.232,100.0,15.0,44
778.0,613.44,18.232,100.0,15.0,82
1573.69,569.0,18.232,100.0,15.0,27
1504.51,825.41,18.232,100.0,15.0,1c
798.63,778.69,18.232,100.0,15.0,15
1489.07,825.69,18.232,100.0,15.0,3
1579.38,473.19,18.232,100.0,15.0,34
874.28,625.54,18.232,100.0,15.0,63
1485.04,841.29,18.232,100.0,15.0,1b
1498.87,847.16,18.232,100.0,15.0,1
1457.38,1043.5,18.232,100.0,15.0,204c
583.69,854.5,18.444,100.0,15.0,9
323.63,227.57,18.444,100.0,15.0,12
977.75,829.69,18.444,100.0,15.0,52
1425.56,1082.94,18.444,100.0,15.0,78
768.63,816.34,18.444,100.0,15.0,53
1470.88,1073.94,18.444,100.0,15.0,44
778.0,613.44,18.444,100.0,15.0,82
1573.69,569.0,18.444,100.0,15.0,27
1504.51,825.41,18.444,100.0,15.0,1c
798.63,778.69,18.444,100.0,15.0,15
1489.07,825.69,18.444,100.0,15.0,3
1579.38,473.19,18.444,100.0,15.0,34
874.28,625.54,18.444,100.0,15.0,63
1485.04,841.29,18.444,100.0,15.0,1b
1498.87,847.16,18.444,100.0,15.0,1
1457.38,1043.5,18.444,100.0,15.0,204c
583.69,854.5,18.656,100.0,15.0,9
323.63,227.57,18.656,100.0,15.0,12
977.75,829.69,18.656,100.0,15.0,52
1425.56,1082.94,18.656,100.0,15.0,78
768.63,816.34,18.656,100.0,15.0,53
1470.88,1073.94,18.656,100.0,15.0,44
778.0,613.44,18.656,100.0,15.0,82
1573.69,569.0,18.656,100.0,15.0,27
1504.51,825.41,18.656,100.0,15.0,1c
798.63,778.69,18.656,100.0,15.0,15
1489.07,825.69,18.656,100.0,15.0,3
1579.38,473.19,18.656,100.0,15.0,34
874.28,625.54,18.656,100.0,15.0,63
1485.04,841.29,18.656,100.0,15.0,1b
1498.87,847.16,18.656,100.0,15.0,1
1457.38,1043.5,18.656,100.0,15.0,204c
583.69,854.5,18.868,100.0,15.0,9
323.63,227.57,18.868,100.0,15.0,12
977.75,829.69,18.868,100.0,15.0,52
1425.56,1082.94,18.868,100.0,15.0,78
768.63,816.34,18.868,100.0,15.0,53
1470.88,1073.94,18.868,100.0,15.0,44
778.0,613.44,18.868,100.0,15.0,82
1573.69,569.0,18.868,100.0,15.0,27
1504.51,825.41,18.868,100.0,15.0,1c
798.63,778.69,18.868,100.0,15.0,15
1489.07,825.69,18.868,100.0,15.0,3
1579.38,473.19,18.868,100.0,15.0,34
874.28,625.54,18.868,100.0,15.0,63
1485.04,841.29,18.868,100.0,15.0,1b
1498.87,847.16,18.868,100.0,15.0,1
1457.38,1043.5,18.868,100.0,15.0,204c
583.69,854.5,19.08,100.0,15.0,9
323.63,227.57,19.08,100.0,15.0,12
977.75,829.69,19.08,100.0,15.0,52
1425.56,1082.94,19.08,100.0,15.0,78
768.63,816.34,19.08,100.0,15.0,53
1470.88,1073.94,19.08,100.0,15.0,44
778.0,613.44,19.08,100.0,15.0,82
1573.69,569.0,19.08,100.0,15.0,27
1504.51,825.41,19.08,100.0,15.0,1c
798.63,778.69,19.08,100.0,15.0,15
1489.07,825.69,19.08,100.0,15.0,3
1579.38,473.19,19.08,100.0,15.0,34
874.28,625.54,19.08,100.0,15.0,63
1485.04,841.29,19.08,100.0,15.0,1b
1498.87,847.16,19.08,100.0,15.0,1
1457.38,1043.5,19.08,100.0,15.0,204c
583.69,854.5,19.292,100.0,15.0,9
323.63,227.57,19.292,100.0,15.0,12
977.75,829.69,19.292,100.0,15.0,52
1425.56,1082.94,19.292,100.0,15.0,78
768.63,816.34,19.292,100.0,15.0,53
1470.88,1073.94,19.292,100.0,15.0,44
778.0,613.44,19.292,100.0,15.0,82
1573.69,569.0,19.292,100.0,15.0,27
1504.51,825.41,19.292,100.0,15.0,1c
798.63,778.69,19.292,100.0,15.0,15
1489.07,825.69,19.292,100.0,15.0,3
1579.38,473.19,19.292,100.0,15.0,34
874.28,625.54,19.292,100.0,15.0,63
1485.04,841.29,19.292,100.0,15.0,1b
1498.87,847.16,19.292,100.0,15.0,1
1457.38,1043.5,19.292,100.0,15.0,204c
583.69,854.5,19.504,100.0,15.0,9
323.63,227.57,19.504,100.0,15.0,12
977.75,829.69,19.504,100.0,15.0,52
1425.56,1082.94,19.504,100.0,15.0,78
768.63,816.34,19.504,100.0,15.0,53
1470.88,1073.94,19.504,100.0,15.0,44
778.0,613.44,19.504,100.0,15.0,82
1573.69,569.0,19.504,100.0,15.0,27
1504.51,825.41,19.504,100.0,15.0,1c
798.63,778.69,19.504,100.0,15.0,15
1489.07,825.69,19.504,100.0,15.0,3
1579.38,473.19,19.504,100.0,15.0,34
874.28,625.54,19.504,100.0,15.0,63
1485.04,841.29,19.504,100.0,15.0,1b
1498.87,847.16,19.504,100.0,15.0,1
1457.38,1043.5,19.504,100.0,15.0,204c
583.69,854.5,19.716,100.0,15.0,9
323.63,227.57,19.716,100.0,15.0,12
977.75,829.69,19.716,100.0,15.0,52
1425.56,1082.94,19.716,100.0,15.0,78
768.63,816.34,19.716,100.0,15.0,53
1470.88,1073.94,19.716,100.0,15.0,44
778.0,613.44,19.716,100.0,15.0,82
1573.69,569.0,19.716,100.0,15.0,27
1504.51,825.41,19.716,100.0,15.0,1c
798.63,778.69,19.716,100.0,15.0,15
1489.07,825.69,19.716,100.0,15.0,3
1579.38,473.19,19.716,100.0,15.0,34
874.28,625.54,19.716,100.0,15.0,63
1485.04,841.29,19.716,100.0,15.0,1b
1498.87,847.16,19.716,100.0,15.0,1
1457.38,1043.5,19.716,100.0,15.0,204c
583.69,854.5,19.928,100.0,15.0,9
323.63,227.57,19.928,100.0,15.0,12
977.75,829.69,19.928,100.0,15.0,52
1425.56,1082.94,19.928,100.0,15.0,78
768.63,816.34,19.928,100.0,15.0,53
1470.88,1073.94,19.928,100.0,15.0,44
778.0,613.44,19.928,100.0,15.0,82
1573.69,569.0,19.928,100.0,15.0,27
1504.51,825.41,19.928,100.0,15.0,1c
798.63,778.69,19.928,100.0,15.0,15
1489.07,825.69,19.928,100.0,15.0,3
1579.38,473.19,19.928,100.0,15.0,34
874.28,625.54,19.928,100.0,15.0,63
1485.04,841.29,19.928,100.0,15.0,1b
1498.87,847.16,19.928,100.0,15.0,1
1457.38,1043.5,19.928,100.0,15.0,204c
583.69,854.5,20.14,100.0,15.0,9
323.63,227.57,20.14,100.0,15.0,12
977.75,829.69,20.14,100.0,15.0,52
1425.56,1082.94,20.14,100.0,15.0,78
768.63,816.34,20.14,100.0,15.0,53
1470.88,1073.94,20.14,100.0,15.0,44
778.0,613.44,20.14,100.0,15.0,82
1573.69,569.0,20.14,100.0,15.0,27
1504.51,825.41,20.14,100.0,15.0,1c
798.63,778.69,20.14,100.0,15.0,15
1489.07,825.69,20.14,100.0,15.0,3
1579.38,473.19,20.14,100.0,15.0,34
874.28,625.54,20.14,100.0,15.0,63
1485.04,841.29,20.14,100.0,15.0,1b
1498.87,847.16,20.14,100.0,15.0,1
1457.38,1043.5,20.14,100.0,15.0,204c
583.69,854.5,20.352,100.0,15.0,9
323.63,227.57,20.352,100.0,15.0,12
977.75,829.69,20.352,100.0,15.0,52
1425.56,1082.94,20.352,100.0,15.0,78
768.63,816.34,20.352,100.0,15.0,53
1470.88,1073.94,20.352,100.0,15.0,44
778.0,613.44,20.352,100.0,15.0,82
1573.69,569.0,20.352,100.0,15.0,27
1504.51,825.41,20.352,100.0,15.0,1c
798.63,778.69,20.352,100.0,15.0,15
1489.07,825.69,20.352,100.0,15.0,3
1579.38,473.19,20.352,100.0,15.0,34
874.28,625.54,20.352,100.0,15.0,63
1485.04,841.29,20.352,100.0,15.0,1b
1498.87,847.16,20.352,100.0,15.0,1
1457.38,1043.5,20.352,100.0,15.0,204c
583.69,854.5,20.564,100.0,15.0,9
323.63,227.57,20.564,100.0,15.0,12
977.75,829.69,20.564,100.0,15.0,52
1425.56,1082.94,20.564,100.0,15.0,78
768.63,816.34,20.564,100.0,15.0,53
1470.88,1073.94,20.564,100.0,15.0,44
778.0,613.44,20.564,100.0,15.0,82
1573.69,569.0,20.564,100.0,15.0,27
1504.51,825.41,20.564,100.0,15.0,1c
798.63,778.69,20.564,100.0,15.0,15
1489.07,825.69,20.564,100.0,15.0,3
1579.38,473.19,20.564,100.0,15.0,34
874.28,625.54,20.564,100.0,15.0,63
1485.04,841.29,20.564,100.0,15.0,1b
1498.87,847.16,20.564,100.0,15.0,1
1457.38,1043.5,20.564,100.0,15.0,204c
583.69,854.5,20.776,100.0,15.0,9
323.63,227.57,20.776,100.0,15.0,12
977.75,829.69,20.776,100.0,15.0,52
1425.56,1082.94,20.776,100.0,15.0,78
768.63,816.34,20.776,100.0,15.0,53
1470.88,1073.94,20.776,100.0,15.0,44
778.0,613.44,20.776,100.0,15.0,82
1573.69,569.0,20.776,100.0,15.0,27
1504.51,825.41,20.776,100.0,15.0,1c
798.63,778.69,20.776,100.0,15.0,15
1489.07,825.69,20.776,100.0,15.0,3
1579.38,473.19,20.776,100.0,15.0,34
874.28,625.54,20.776,100.0,15.0,63
1485.04,841.29,20.776,100.0,15.0,1b
1498.87,847.16,20.776,100.0,15.0,1
1457.38,1043.5,20.776,100.0,15.0,204c
583.69,854.5,20.988,100.0,15.0,9
323.63,227.57,20.988,100.0,15.0,12
977.75,829.69,20.988,100.0,15.0,52
1425.56,1082.94,20.988,100.0,15.0,78
768.63,816.34,20.988,100.0,15.0,53
1470.88,1073.94,20.988,100.0,15.0,44
778.0,613.44,20.988,100.0,15.0,82
1573.69,569.0,20.988,100.0,15.0,27
1504.51,825.41,20.988,100.0,15.0,1c
798.63,778.69,20.988,100.0,15.0,15
1489.07,825.69,20.988,100.0,15.0,3
1579.38,473.19,20.988,100.0,15.0,34
874.28,625.54,20.988,100.0,15.0,63
1485.04,841.29,20.988,100.0,15.0,1b
1498.87,847.16,20.988,100.0,15.0,1
1457.38,1043.5,20.988,100.0,15.0,204c
583.69,854.5,21.2,100.0,15.0,9
323.63,227.57,21.2,100.0,15.0,12
977.75,829.69,21.2,100.0,15.0,52
1425.56,1082.94,21.2,100.0,15.0,78
768.63,816.34,21.2,100.0,15.0,53
1470.88,1073.94,21.2,100.0,15.0,44
778.0,613.44,21.2,100.0,15.0,82
1573.69,569.0,21.2,100.0,15.0,27
1504.51,825.41,21.2,100.0,15.0,1c
798.63,778.69,21.2,100.0,15.0,15
1489.07,825.69,21.2,100.0,15.0,3
1579.38,473.19,21.2,100.0,15.0,34
874.28,625.54,21.2,100.0,15.0,63
1485.04,841.29,21.2,100.0,15.0,1b
1498.87,847.16,21.2,100.0,15.0,1
1457.38,1043.5,21.2,100.0,15.0,204c
583.69,854.5,21.412,100.0,15.0,9
323.63,227.57,21.412,100.0,15.0,12
977.75,829.69,21.412,100.0,15.0,52
1425.56,1082.94,21.412,100.0,15.0,78
768.63,816.34,21.412,100.0,15.0,53
1470.88,1073.94,21.412,100.0,15.0,44
778.0,613.44,21.412,100.0,15.0,82
1573.69,569.0,21.412,100.0,15.0,27
1504.51,825.41,21.412,100.0,15.0,1c
798.63,778.69,21.412,100.0,15.0,15
1489.07,825.69,21.412,100.0,15.0,3
1579.38,473.19,21.412,100.0,15.0,34
874.28,625.54,21.412,100.0,15.0,63
1485.04,841.29,21.412,100.0,15.0,1b
1498.87,847.16,21.412,100.0,15.0,1
1457.38,1043.5,21.412,100.0,15.0,204c
583.69,854.5,21.624,100.0,15.0,9
323.63,227.57,21.624,100.0,15.0,12
977.75,829.69,21.624,100.0,15.0,52
1425.56,1082.94,21.624,100.0,15.0,78
768.63,816.34,21.624,100.0,15.0,53
1470.88,1073.94,21.624,100.0,15.0,44
778.0,613.44,21.624,100.0,15.0,82
1573.69,569.0,21.624,100.0,15.0,27
1504.51,825.41,21.624,100.0,15.0,1c
798.63,778.69,21.624,100.0,15.0,15
1489.07,825.69,21.624,100.0,15.0,3
1579.38,473.19,21.624,100.0,15.0,34
874.28,625.54,21.624,100.0,15.0,63
1485.04,841.29,21.624,100.0,15.0,1b
1498.87,847.16,21.624,100.0,15.0,1
1457.38,1043.5,21.624,100.0,15.0,204c
583.69,854.5,21.836,100.0,15.0,9
323.63,227.57,21.836,100.0,15.0,12
977.75,829.69,21.836,100.0,15.0,52
1425.56,1082.94,21.836,100.0,15.0,78
768.63,816.34,21.836,100.0,15.0,53
1470.88,1073.94,21.836,100.0,15.0,44
778.0,613.44,21.836,100.0,15.0,82
1573.69,569.0,21.836,100.0,15.0,27
1504.51,825.41,21.836,100.0,15.0,1c
798.63,778.69,21.836,100.0,15.0,15
1489.07,825.69,21.836,100.0,15.0,3
1579.38,473.19,21.836,100.0,15.0,34
874.28,625.54,21.836,100.0,15.0,63
1485.04,841.29,21.836,100.0,15.0,1b
1498.87,847.16,21.836,100.0,15.0,1
1457.38,1043.5,21.836,100.0,15.0,204c
583.69,854.5,22.048,100.0,15.0,9
323.63,227.57,22.048,100.0,15.0,12
977.75,829.69,22.048,100.0,15.0,52
1425.56,1082.94,22.048,100.0,15.0,78
768.63,816.34,22.048,100.0,15.0,53
1470.88,1073.94,22.048,100.0,15.0,44
778.0,613.44,22.048,100.0,15.0,82
1573.69,569.0,22.048,100.0,15.0,27
1504.51,825.41,22.048,100.0,15.0,1c
798.63,778.69,22.048,100.0,15.0,15
1489.07,825.69,22.048,100.0,15.0,3
1579.38,473.19,22.048,100.0,15.0,34
874.28,625.54,22.048,100.0,15.0,63
1485.04,841.29,22.048,100.0,15.0,1b
1498.87,847.16,22.048,100.0,15.0,1
1457.38,1043.5,22.048,100.0,15.0,204c
583.69,854.5,22.26,100.0,15.0,9
323.63,227.57,22.26,100.0,15.0,12
977.75,829.69,22.26,100.0,15.0,52
1425.56,1082.94,22.26,100.0,15.0,78
768.63,816.34,22.26,100.0,15.0,53
1470.88,1073.94,22.26,100.0,15.0,44
778.0,613.44,22.26,100.0,15.0,82
1573.69,569.0,22.26,100.0,15.0,27
1504.51,825.41,22.26,100.0,15.0,1c
798.63,778.69,22.26,100.0,15.0,15
1489.07,825.69,22.26,100.0,15.0,3
1579.38,473.19,22.26,100.0,15.0,34
874.28,625.54,22.26,100.0,15.0,63
1485.04,841.29,22.26,100.0,15.0,1b
1498.87,847.16,22.26,100.0,15.0,1
1457.38,1043.5,22.26,100.0,15.0,204c
583.69,854.5,22.472,100.0,15.0,9
323.63,227.57,22.472,100.0,15.0,12
977.75,829.69,22.472,100.0,15.0,52
1425.56,1082.94,22.472,100.0,15.0,78
768.63,816.34,22.472,100.0,15.0,53
1470.88,1073.94,22.472,100.0,15.0,44
778.0,613.44,22.472,100.0,15.0,82
1573.69,569.0,22.472,100.0,15.0,27
1504.51,825.41,22.472,100.0,15.0,1c
798.63,778.69,22.472,100.0,15.0,15
1489.07,825.69,22.472,100.0,15.0,3
1579.38,473.19,22.472,100.0,15.0,34
874.28,625.54,22.472,100.0,15.0,63
1485.04,841.29,22.472,100.0,15.0,1b
1498.87,847.16,22.472,100.0,15.0,1
1457.38,1043.5,22.472,100.0,15.0,204c
583.69,854.5,22.684,100.0,15.0,9
323.63,227.57,22.684,100.0,15.0,12
977.75,829.69,22.684,100.0,15.0,52
1425.56,1082.94,22.684,100.0,15.0,78
768.63,816.34,22.684,100.0,15.0,53
1470.88,1073.94,22.684,100.0,15.0,44
778.0,613.44,22.684,100.0,15.0,82
1573.69,569.0,22.684,100.0,15.0,27
1504.51,825.41,22.684,100.0,15.0,1c
798.63,778.69,22.684,100.0,15.0,15
1489.07,825.69,22.684,100.0,15.0,3
1579.38,473.19,22.684,100.0,15.0,34
874.28,625.54,22.684,100.0,15.0,63
1485.04,841.29,22.684,100.0,15.0,1b
1498.87,847.16,22.684,100.0,15.0,1
1457.38,1043.5,22.684,100.0,15.0,204c
583.69,854.5,22.896,100.0,15.0,9
323.63,227.57,22.896,100.0,15.0,12
977.75,829.69,22.896,100.0,15.0,52
1425.56,1082.94,22.896,100.0,15.0,78
768.63,816.34,22.896,100.0,15.0,53
1470.88,1073.94,22.896,100.0,15.0,44
778.0,613.44,22.896,100.0,15.0,82
1573.69,569.0,22.896,100.0,15.0,27
1504.51,825.41,22.896,100.0,15.0,1c
798.63,778.69,22.896,100.0,15.0,15
1489.07,825.69,22.896,100.0,15.0,3
1579.38,473.19,22.896,100.0,15.0,34
874.28,625.54,22.896,100.0,15.0,63
1485.04,841.29,22.896,100.0,15.0,1b
1498.87,847.16,22.896,100.0,15.0,1
1457.38,1043.5,22.896,100.0,15.0,204c
583.69,854.5,23.108,100.0,15.0,9
323.63,227.57,23.108,100.0,15.0,12
977.75,829.69,23.108,100.0,15.0,52
1425.56,1082.94,23.108,100.0,15.0,78
768.63,816.34,23.108,100.0,15.0,53
1470.88,1073.94,23.108,100.0,15.0,44
778.0,613.44,23.108,100.0,15.0,82
1573.69,569.0,23.108,100.0,15.0,27
1504.51,825.41,23.108,100.0,15.0,1c
798.63,778.69,23.108,100.0,15.0,15
1489.07,825.69,23.108,100.0,15.0,3
1579.38,473.19,23.108,100.0,15.0,34
874.28,625.54,23.108,100.0,15.0,63
1485.04,841.29,23.108,100.0,15.0,1b
1498.87,847.16,23.108,100.0,15.0,1
1457.38,1043.5,23.108,100.0,15.0,204c
583.69,854.5,23.32,100.0,15.0,9
323.63,227.57,23.32,100.0,15.0,12
977.75,829.69,23.32,100.0,15.0,52
1425.56,1082.94,23.32,100.0,15.0,78
768.63,816.34,23.32,100.0,15.0,53
1470.88,1073.94,23.32,100.0,15.0,44
778.0,613.44,23.32,100.0,15.0,82
1573.69,569.0,23.32,100.0,15.0,27
1504.51,825.41,23.32,100.0,15.0,1c
798.63,778.69,23.32,100.0,15.0,15
1489.07,825.69,23.32,100.0,15.0,3
1579.38,473.19,23.32,100.0,15.0,34
874.28,625.54,23.32,100.0,15.0,63
1485.04,841.29,23.32,100.0,15.0,1b
1498.87,847.16,23.32,100.0,15.0,1
1457.38,1043.5,23.32,100.0,15.0,204c
583.69,854.5,23.532,100.0,15.0,9
323.63,227.57,23.532,100.0,15.0,12
977.75,829.69,23.532,100.0,15.0,52
1425.56,1082.94,23.532,100.0,15.0,78
768.63,816.34,23.532,100.0,15.0,53
1470.88,1073.94,23.532,100.0,15.0,44
778.0,613.44,23.532,100.0,15.0,82
1573.69,569.0,23.532,100.0,15.0,27
1504.51,825.41,23.532,100.0,15.0,1c
798.63,778.69,23.532,100.0,15.0,15
1489.07,825.69,23.532,100.0,15.0,3
1579.38,473.19,23.532,100.0,15.0,34
874.28,625.54,23.532,100.0,15.0,63
1485.04,841.29,23.532,100.0,15.0,1b
1498.87,847.16,23.532,100.0,15.0,1
1457.38,1043.5,23.532,100.0,15.0,204c
583.69,854.5,23.744,100.0,15.0,9
323.63,227.57,23.744,100.0,15.0,12
977.75,829.69,23.744,100.0,15.0,52
1425.56,1082.94,23.744,100.0,15.0,78
768.63,816.34,23.744,100.0,15.0,53
1470.88,1073.94,23.744,100.0,15.0,44
778.0,613.44,23.744,100.0,15.0,82
1573.69,569.0,23.744,100.0,15.0,27
1504.51,825.41,23.744,100.0,15.0,1c
798.63,778.69,23.744,100.0,15.0,15
1489.07,825.69,23.744,100.0,15.0,3
1579.38,473.19,23.744,100.0,15.0,34
874.28,625.54,23.744,100.0,15.0,63
1485.04,841.29,23.744,100.0,15.0,1b
1498.87,847.16,23.744,100.0,15.0,1
1457.38,1043.5,23.744,100.0,15.0,204c
583.69,854.5,23.956,100.0,15.0,9
323.63,227.57,23.956,100.0,15.0,12
977.75,829.69,23.956,100.0,15.0,52
1425.56,1082.94,23.956,100.0,15.0,78
768.63,816.34,23.956,100.0,15.0,53
1470.88,1073.94,23.956,100.0,15.0,44
778.0,613.44,23.956,100.0,15.0,82
1573.69,569.0,23.956,100.0,15.0,27
1504.51,825.41,23.956,100.0,15.0,1c
798.63,778.69,23.956,100.0,15.0,15
1489.07,825.69,23.956,100.0,15.0,3
1579.38,473.19,23.956,100.0,15.0,34
874.28,625.54,23.956,100.0,15.0,63
1485.04,841.29,23.956,100.0,15.0,1b
