x,y,simtime,communication_radius,"max_vehicle_communication",id
874.28,625.54,7.844,100.0,15.0,63
1485.04,841.29,7.844,100.0,15.0,1b
1498.87,847.16,7.844,100.0,15.0,1
1457.38,1043.5,7.844,100.0,15.0,204c
583.69,854.5,8.056,100.0,15.0,9
323.63,227.57,8.056,100.0,15.0,12
977.75,829.69,8.056,100.0,15.0,52
1425.56,1082.94,8.056,100.0,15.0,78
768.63,816.34,8.056,100.0,15.0,53
1470.88,1073.94,8.056,100.0,15.0,44
778.0,613.44,8.056,100.0,15.0,82
1573.69,569.0,8.056,100.0,15.0,27
1504.51,825.41,8.056,100.0,15.0,1c
798.63,778.69,8.056,100.0,15.0,15
1489.07,825.69,8.056,100.0,15.0,3
1579.38,473.19,8.056,100.0,15.0,34
874.28,625.54,8.056,100.0,15.0,63
1485.04,841.29,8.056,100.0,15.0,1b
1498.87,847.16,8.056,100.0,15.0,1
1457.38,1043.5,8.056,100.0,15.0,204c
583.69,854.5,8.268,100.0,15.0,9
323.63,227.57,8.268,100.0,15.0,12
977.75,829.69,8.268,100.0,15.0,52
1425.56,1082.94,8.268,100.0,15.0,78
768.63,816.34,8.268,100.0,15.0,53
1470.88,1073.94,8.268,100.0,15.0,44
778.0,613.44,8.268,100.0,15.0,82
1573.69,569.0,8.268,100.0,15.0,27
1504.51,825.41,8.268,100.0,15.0,1c
798.63,778.69,8.268,100.0,15.0,15
1489.07,825.69,8.268,100.0,15.0,3
1579.38,473.19,8.268,100.0,15.0,34
874.28,625.54,8.268,100.0,15.0,63
1485.04,841.29,8.268,100.0,15.0,1b
1498.87,847.16,8.268,100.0,15.0,1
1457.38,1043.5,8.268,100.0,15.0,204c
583.69,854.5,8.48,100.0,15.0,9
323.63,227.57,8.48,100.0,15.0,12
977.75,829.69,8.48,100.0,15.0,52
1425.56,1082.94,8.48,100.0,15.0,78
768.63,816.34,8.48,100.0,15.0,53
1470.88,1073.94,8.48,100.0,15.0,44
778.0,613.44,8.48,100.0,15.0,82
1573.69,569.0,8.48,100.0,15.0,27
1504.51,825.41,8.48,100.0,15.0,1c
798.63,778.69,8.48,100.0,15.0,15
1489.07,825.69,8.48,100.0,15.0,3
1579.38,473.19,8.48,100.0,15.0,34
874.28,625.54,8.48,100.0,15.0,63
1485.04,841.29,8.48,100.0,15.0,1b
1498.87,847.16,8.48,100.0,15.0,1
1457.38,1043.5,8.48,100.0,15.0,204c
583.69,854.5,8.692,100.0,15.0,9
323.63,227.57,8.692,100.0,15.0,12
977.75,829.69,8.692,100.0,15.0,52
1425.56,1082.94,8.692,100.0,15.0,78
768.63,816.34,8.692,100.0,15.0,53
1470.88,1073.94,8.692,100.0,15.0,44
778.0,613.44,8.692,100.0,15.0,82
1573.69,569.0,8.692,100.0,15.0,27
1504.51,825.41,8.692,100.0,15.0,1c
798.63,778.69,8.692,100.0,15.0,15
1489.07,825.69,8.692,100.0,15.0,3
1579.38,473.19,8.692,100.0,15.0,34
874.28,625.54,8.692,100.0,15.0,63
1485.04,841.29,8.692,100.0,15.0,1b
1498.87,847.16,8.692,100.0,15.0,1
1457.38,1043.5,8.692,100.0,15.0,204c
583.69,854.5,8.904,100.0,15.0,9
323.63,227.57,8.904,100.0,15.0,12
977.75,829.69,8.904,100.0,15.0,52
1425.56,1082.94,8.904,100.0,15.0,78
768.63,816.34,8.904,100.0,15.0,53
1470.88,1073.94,8.904,100.0,15.0,44
778.0,613.44,8.904,100.0,15.0,82
1573.69,569.0,8.904,100.0,15.0,27
1504.51,825.41,8.904,100.0,15.0,1c
798.63,778.69,8.904,100.0,15.0,15
1489.07,825.69,8.904,100.0,15.0,3
1579.38,473.19,8.904,100.0,15.0,34
874.28,625.54,8.904,100.0,15.0,63
1485.04,841.29,8.904,100.0,15.0,1b
1498.87,847.16,8.904,100.0,15.0,1
1457.38,1043.5,8.904,100.0,15.0,204c
583.69,854.5,9.116,100.0,15.0,9
323.63,227.57,9.116,100.0,15.0,12
977.75,829.69,9.116,100.0,15.0,52
1425.56,1082.94,9.116,100.0,15.0,78
768.63,816.34,9.116,100.0,15.0,53
1470.88,1073.94,9.116,100.0,15.0,44
778.0,613.44,9.116,100.0,15.0,82
1573.69,569.0,9.116,100.0,15.0,27
1504.51,825.41,9.116,100.0,15.0,1c
798.63,778.69,9.116,100.0,15.0,15
1489.07,825.69,9.116,100.0,15.0,3
1579.38,473.19,9.116,100.0,15.0,34
874.28,625.54,9.116,100.0,15.0,63
1485.04,841.29,9.116,100.0,15.0,1b
1498.87,847.16,9.116,100.0,15.0,1
1457.38,1043.5,9.116,100.0,15.0,204c
583.69,854.5,9.328,100.0,15.0,9
323.63,227.57,9.328,100.0,15.0,12
977.75,829.69,9.328,100.0,15.0,52
1425.56,1082.94,9.328,100.0,15.0,78
768.63,816.34,9.328,100.0,15.0,53
1470.88,1073.94,9.328,100.0,15.0,44
778.0,613.44,9.328,100.0,15.0,82
1573.69,569.0,9.328,100.0,15.0,27
1504.51,825.41,9.328,100.0,15.0,1c
798.63,778.69,9.328,100.0,15.0,15
1489.07,825.69,9.328,100.0,15.0,3
1579.38,473.19,9.328,100.0,15.0,34
874.28,625.54,9.328,100.0,15.0,63
1485.04,841.29,9.328,100.0,15.0,1b
1498.87,847.16,9.328,100.0,15.0,1
1457.38,1043.5,9.328,100.0,15.0,204c
583.69,854.5,9.54,100.0,15.0,9
323.63,227.57,9.54,100.0,15.0,12
977.75,829.69,9.54,100.0,15.0,52
1425.56,1082.94,9.54,100.0,15.0,78
768.63,816.34,9.54,100.0,15.0,53
1470.88,1073.94,9.54,100.0,15.0,44
778.0,613.44,9.54,100.0,15.0,82
1573.69,569.0,9.54,100.0,15.0,27
1504.51,825.41,9.54,100.0,15.0,1c
798.63,778.69,9.54,100.0,15.0,15
1489.07,825.69,9.54,100.0,15.0,3
1579.38,473.19,9.54,100.0,15.0,34
874.28,625.54,9.54,100.0,15.0,63
1485.04,841.29,9.54,100.0,15.0,1b
1498.87,847.16,9.54,100.0,15.0,1
1457.38,1043.5,9.54,100.0,15.0,204c
583.69,854.5,9.752,100.0,15.0,9
323.63,227.57,9.752,100.0,15.0,12
977.75,829.69,9.752,100.0,15.0,52
1425.56,1082.94,9.752,100.0,15.0,78
768.63,816.34,9.752,100.0,15.0,53
1470.88,1073.94,9.752,100.0,15.0,44
778.0,613.44,9.752,100.0,15.0,82
1573.69,569.0,9.752,100.0,15.0,27
1504.51,825.41,9.752,100.0,15.0,1c
798.63,778.69,9.752,100.0,15.0,15
1489.07,825.69,9.752,100.0,15.0,3
1579.38,473.19,9.752,100.0,15.0,34
874.28,625.54,9.752,100.0,15.0,63
1485.04,841.29,9.752,100.0,15.0,1b
1498.87,847.16,9.752,100.0,15.0,1
1457.38,1043.5,9.752,100.0,15.0,204c
583.69,854.5,9.964,100.0,15.0,9
323.63,227.57,9.964,100.0,15.0,12
977.75,829.69,9.964,100.0,15.0,52
1425.56,1082.94,9.964,100.0,15.0,78
768.63,816.34,9.964,100.0,15.0,53
1470.88,1073.94,9.964,100.0,15.0,44
778.0,613.44,9.964,100.0,15.0,82
1573.69,569.0,9.964,100.0,15.0,27
1504.51,825.41,9.964,100.0,15.0,1c
798.63,778.69,9.964,100.0,15.0,15
1489.07,825.69,9.964,100.0,15.0,3
1579.38,473.19,9.964,100.0,15.0,34
874.28,625.54,9.964,100.0,15.0,63
1485.04,841.29,9.964,100.0,15.0,1b
1498.87,847.16,9.964,100.0,15.0,1
1457.38,1043.5,9.964,100.0,15.0,204c
583.69,854.5,10.176,100.0,15.0,9
323.63,227.57,10.176,100.0,15.0,12
977.75,829.69,10.176,100.0,15.0,52
1425.56,1082.94,10.176,100.0,15.0,78
768.63,816.34,10.176,100.0,15.0,53
1470.88,1073.94,10.176,100.0,15.0,44
778.0,613.44,10.176,100.0,15.0,82
1573.69,569.0,10.176,100.0,15.0,27
1504.51,825.41,10.176,100.0,15.0,1c
798.63,778.69,10.176,100.0,15.0,15
1489.07,825.69,10.176,100.0,15.0,3
1579.38,473.19,10.176,100.0,15.0,34
874.28,625.54,10.176,100.0,15.0,63
1485.04,841.29,10.176,100.0,15.0,1b
1498.87,847.16,10.176,100.0,15.0,1
1457.38,1043.5,10.176,100.0,15.0,204c
583.69,854.5,10.388,100.0,15.0,9
323.63,227.57,10.388,100.0,15.0,12
977.75,829.69,10.388,100.0,15.0,52
1425.56,1082.94,10.388,100.0,15.0,78
768.63,816.34,10.388,100.0,15.0,53
1470.88,1073.94,10.388,100.0,15.0,44
778.0,613.44,10.388,100.0,15.0,82
1573.69,569.0,10.388,100.0,15.0,27
1504.51,825.41,10.388,100.0,15.0,1c
798.63,778.69,10.388,100.0,15.0,15
1489.07,825.69,10.388,100.0,15.0,3
1579.38,473.19,10.388,100.0,15.0,34
874.28,625.54,10.388,100.0,15.0,63
1485.04,841.29,10.388,100.0,15.0,1b
1498.87,847.16,10.388,100.0,15.0,1
1457.38,1043.5,10.388,100.0,15.0,204c
583.69,854.5,10.6,100.0,15.0,9
323.63,227.57,10.6,100.0,15.0,12
977.75,829.69,10.6,100.0,15.0,52
1425.56,1082.94,10.6,100.0,15.0,78
768.63,816.34,10.6,100.0,15.0,53
1470.88,1073.94,10.6,100.0,15.0,44
778.0,613.44,10.6,100.0,15.0,82
1573.69,569.0,10.6,100.0,15.0,27
1504.51,825.41,10.6,100.0,15.0,1c
798.63,778.69,10.6,100.0,15.0,15
1489.07,825.69,10.6,100.0,15.0,3
1579.38,473.19,10.6,100.0,15.0,34
874.28,625.54,10.6,100.0,15.0,63
1485.04,841.29,10.6,100.0,15.0,1b
1498.87,847.16,10.6,100.0,15.0,1
1457.38,1043.5,10.6,100.0,15.0,204c
583.69,854.5,10.812,100.0,15.0,9
323.63,227.57,10.812,100.0,15.0,12
977.75,829.69,10.812,100.0,15.0,52
1425.56,1082.94,10.812,100.0,15.0,78
768.63,816.34,10.812,100.0,15.0,53
1470.88,1073.94,10.812,100.0,15.0,44
778.0,613.44,10.812,100.0,15.0,82
1573.69,569.0,10.812,100.0,15.0,27
1504.51,825.41,10.812,100.0,15.0,1c
798.63,778.69,10.812,100.0,15.0,15
1489.07,825.69,10.812,100.0,15.0,3
1579.38,473.19,10.812,100.0,15.0,34
874.28,625.54,10.812,100.0,15.0,63
1485.04,841.29,10.812,100.0,15.0,1b
1498.87,847.16,10.812,100.0,15.0,1
1457.38,1043.5,10.812,100.0,15.0,204c
583.69,854.5,11.024,100.0,15.0,9
323.63,227.57,11.024,100.0,15.0,12
977.75,829.69,11.024,100.0,15.0,52
1425.56,1082.94,11.024,100.0,15.0,78
768.63,816.34,11.024,100.0,15.0,53
1470.88,1073.94,11.024,100.0,15.0,44
778.0,613.44,11.024,100.0,15.0,82
1573.69,569.0,11.024,100.0,15.0,27
1504.51,825.41,11.024,100.0,15.0,1c
798.63,778.69,11.024,100.0,15.0,15
1489.07,825.69,11.024,100.0,15.0,3
1579.38,473.19,11.024,100.0,15.0,34
874.28,625.54,11.024,100.0,15.0,63
1485.04,841.29,11.024,100.0,15.0,1b
1498.87,847.16,11.024,100.0,15.0,1
1457.38,1043.5,11.024,100.0,15.0,204c
583.69,854.5,11.236,100.0,15.0,9
323.63,227.57,11.236,100.0,15.0,12
977.75,829.69,11.236,100.0,15.0,52
1425.56,1082.94,11.236,100.0,15.0,78
768.63,816.34,11.236,100.0,15.0,53
1470.88,1073.94,11.236,100.0,15.0,44
778.0,613.44,11.236,100.0,15.0,82
1573.69,569.0,11.236,100.0,15.0,27
1504.51,825.41,11.236,100.0,15.0,1c
798.63,778.69,11.236,100.0,15.0,15
1489.07,825.69,11.236,100.0,15.0,3
1579.38,473.19,11.236,100.0,15.0,34
874.28,625.54,11.236,100.0,15.0,63
1485.04,841.29,11.236,100.0,15.0,1b
1498.87,847.16,11.236,100.0,15.0,1
1457.38,1043.5,11.236,100.0,15.0,204c
583.69,854.5,11.448,100.0,15.0,9
323.63,227.57,11.448,100.0,15.0,12
977.75,829.69,11.448,100.0,15.0,52
1425.56,1082.94,11.448,100.0,15.0,78
768.63,816.34,11.448,100.0,15.0,53
1470.88,1073.94,11.448,100.0,15.0,44
778.0,613.44,11.448,100.0,15.0,82
1573.69,569.0,11.448,100.0,15.0,27
1504.51,825.41,11.448,100.0,15.0,1c
798.63,778.69,11.448,100.0,15.0,15
1489.07,825.69,11.448,100.0,15.0,3
1579.38,473.19,11.448,100.0,15.0,34
874.28,625.54,11.448,100.0,15.0,63
1485.04,841.29,11.448,100.0,15.0,1b
1498.87,847.16,11.448,100.0,15.0,1
1457.38,1043.5,11.448,100.0,15.0,204c
583.69,854.5,11.66,100.0,15.0,9
323.63,227.57,11.66,100.0,15.0,12
977.75,829.69,11.66,100.0,15.0,52
1425.56,1082.94,11.66,100.0,15.0,78
768.63,816.34,11.66,100.0,15.0,53
1470.88,1073.94,11.66,100.0,15.0,44
778.0,613.44,11.66,100.0,15.0,82
1573.69,569.0,11.66,100.0,15.0,27
1504.51,825.41,11.66,100.0,15.0,1c
798.63,778.69,11.66,100.0,15.0,15
1489.07,825.69,11.66,100.0,15.0,3
1579.38,473.19,11.66,100.0,15.0,34
874.28,625.54,11.66,100.0,15.0,63
1485.04,841.29,11.66,100.0,15.0,1b
1498.87,847.16,11.66,100.0,15.0,1
1457.38,1043.5,11.66,100.0,15.0,204c
583.69,854.5,11.872,100.0,15.0,9
323.63,227.57,11.872,100.0,15.0,12
977.75,829.69,11.872,100.0,15.0,52
1425.56,1082.94,11.872,100.0,15.0,78
768.63,816.34,11.872,100.0,15.0,53
1470.88,1073.94,11.872,100.0,15.0,44
778.0,613.44,11.872,100.0,15.0,82
1573.69,569.0,11.872,100.0,15.0,27
1504.51,825.41,11.872,100.0,15.0,1c
798.63,778.69,11.872,100.0,15.0,15
1489.07,825.69,11.872,100.0,15.0,3
1579.38,473.19,11.872,100.0,15.0,34
874.28,625.54,11.872,100.0,15.0,63
1485.04,841.29,11.872,100.0,15.0,1b
1498.87,847.16,11.872,100.0,15.0,1
1457.38,1043.5,11.872,100.0,15.0,204c
583.69,854.5,12.084,100.0,15.0,9
323.63,227.57,12.084,100.0,15.0,12
977.75,829.69,12.084,100.0,15.0,52
1425.56,1082.94,12.084,100.0,15.0,78
768.63,816.34,12.084,100.0,15.0,53
1470.88,1073.94,12.084,100.0,15.0,44
778.0,613.44,12.084,100.0,15.0,82
1573.69,569.0,12.084,100.0,15.0,27
1504.51,825.41,12.084,100.0,15.0,1c
798.63,778.69,12.084,100.0,15.0,15
1489.07,825.69,12.084,100.0,15.0,3
1579.38,473.19,12.084,100.0,15.0,34
874.28,625.54,12.084,100.0,15.0,63
1485.04,841.29,12.084,100.0,15.0,1b
1498.87,847.16,12.084,100.0,15.0,1
1457.38,1043.5,12.084,100.0,15.0,204c
583.69,854.5,12.296,100.0,15.0,9
323.63,227.57,12.296,100.0,15.0,12
977.75,829.69,12.296,100.0,15.0,52
1425.56,1082.94,12.296,100.0,15.0,78
768.63,816.34,12.296,100.0,15.0,53
1470.88,1073.94,12.296,100.0,15.0,44
778.0,613.44,12.296,100.0,15.0,82
1573.69,569.0,12.296,100.0,15.0,27
1504.51,825.41,12.296,100.0,15.0,1c
798.63,778.69,12.296,100.0,15.0,15
1489.07,825.69,12.296,100.0,15.0,3
1579.38,473.19,12.296,100.0,15.0,34
874.28,625.54,12.296,100.0,15.0,63
1485.04,841.29,12.296,100.0,15.0,1b
1498.87,847.16,12.296,100.0,15.0,1
1457.38,1043.5,12.296,100.0,15.0,204c
583.69,854.5,12.508,100.0,15.0,9
323.63,227.57,12.508,100.0,15.0,12
977.75,829.69,12.508,100.0,15.0,52
1425.56,1082.94,12.508,100.0,15.0,78
768.63,816.34,12.508,100.0,15.0,53
1470.88,1073.94,12.508,100.0,15.0,44
778.0,613.44,12.508,100.0,15.0,82
1573.69,569.0,12.508,100.0,15.0,27
1504.51,825.41,12.508,100.0,15.0,1c
798.63,778.69,12.508,100.0,15.0,15
1489.07,825.69,12.508,100.0,15.0,3
1579.38,473.19,12.508,100.0,15.0,34
874.28,625.54,12.508,100.0,15.0,63
1485.04,841.29,12.508,100.0,15.0,1b
1498.87,847.16,12.508,100.0,15.0,1
1457.38,1043.5,12.508,100.0,15.0,204c
583.69,854.5,12.72,100.0,15.0,9
323.63,227.57,12.72,100.0,15.0,12
977.75,829.69,12.72,100.0,15.0,52
1425.56,1082.94,12.72,100.0,15.0,78
768.63,816.34,12.72,100.0,15.0,53
1470.88,1073.94,12.72,100.0,15.0,44
778.0,613.44,12.72,100.0,15.0,82
1573.69,569.0,12.72,100.0,15.0,27
1504.51,825.41,12.72,100.0,15.0,1c
798.63,778.69,12.72,100.0,15.0,15
1489.07,825.69,12.72,100.0,15.0,3
1579.38,473.19,12.72,100.0,15.0,34
874.28,625.54,12.72,100.0,15.0,63
1485.04,841.29,12.72,100.0,15.0,1b
1498.87,847.16,12.72,100.0,15.0,1
1457.38,1043.5,12.72,100.0,15.0,204c
583.69,854.5,12.932,100.0,15.0,9
323.63,227.57,12.932,100.0,15.0,12
977.75,829.69,12.932,100.0,15.0,52
1425.56,1082.94,12.932,100.0,15.0,78
768.63,816.34,12.932,100.0,15.0,53
1470.88,1073.94,12.932,100.0,15.0,44
778.0,613.44,12.932,100.0,15.0,82
1573.69,569.0,12.932,100.0,15.0,27
1504.51,825.41,12.932,100.0,15.0,1c
798.63,778.69,12.932,100.0,15.0,15
1489.07,825.69,12.932,100.0,15.0,3
1579.38,473.19,12.932,100.0,15.0,34
874.28,625.54,12.932,100.0,15.0,63
1485.04,841.29,12.932,100.0,15.0,1b
1498.87,847.16,12.932,100.0,15.0,1
1457.38,1043.5,12.932,100.0,15.0,204c
583.69,854.5,13.144,100.0,15.0,9
323.63,227.57,13.144,100.0,15.0,12
977.75,829.69,13.144,100.0,15.0,52
1425.56,1082.94,13.144,100.0,15.0,78
768.63,816.34,13.144,100.0,15.0,53
1470.88,1073.94,13.144,100.0,15.0,44
778.0,613.44,13.144,100.0,15.0,82
1573.69,569.0,13.144,100.0,15.0,27
1504.51,825.41,13.144,100.0,15.0,1c
798.63,778.69,13.144,100.0,15.0,15
1489.07,825.69,13.144,100.0,15.0,3
1579.38,473.19,13.144,100.0,15.0,34
874.28,625.54,13.144,100.0,15.0,63
1485.04,841.29,13.144,100.0,15.0,1b
1498.87,847.16,13.144,100.0,15.0,1
1457.38,1043.5,13.144,100.0,15.0,204c
583.69,854.5,13.356,100.0,15.0,9
323.63,227.57,13.356,100.0,15.0,12
977.75,829.69,13.356,100.0,15.0,52
1425.56,1082.94,13.356,100.0,15.0,78
768.63,816.34,13.356,100.0,15.0,53
1470.88,1073.94,13.356,100.0,15.0,44
778.0,613.44,13.356,100.0,15.0,82
1573.69,569.0,13.356,100.0,15.0,27
1504.51,825.41,13.356,100.0,15.0,1c
798.63,778.69,13.356,100.0,15.0,15
1489.07,825.69,13.356,100.0,15.0,3
1579.38,473.19,13.356,100.0,15.0,34
874.28,625.54,13.356,100.0,15.0,63
1485.04,841.29,13.356,100.0,15.0,1b
1498.87,847.16,13.356,100.0,15.0,1
1457.38,1043.5,13.356,100.0,15.0,204c
583.69,854.5,13.568,100.0,15.0,9
323.63,227.57,13.568,100.0,15.0,12
977.75,829.69,13.568,100.0,15.0,52
1425.56,1082.94,13.568,100.0,15.0,78
768.63,816.34,13.568,100.0,15.0,53
1470.88,1073.94,13.568,100.0,15.0,44
778.0,613.44,13.568,100.0,15.0,82
1573.69,569.0,13.568,100.0,15.0,27
1504.51,825.41,13.568,100.0,15.0,1c
798.63,778.69,13.568,100.0,15.0,15
1489.07,825.69,13.568,100.0,15.0,3
1579.38,473.19,13.568,100.0,15.0,34
874.28,625.54,13.568,100.0,15.0,63
1485.04,841.29,13.568,100.0,15.0,1b
1498.87,847.16,13.568,100.0,15.0,1
1457.38,1043.5,13.568,100.0,15.0,204c
583.69,854.5,13.78,100.0,15.0,9
323.63,227.57,13.78,100.0,15.0,12
977.75,829.69,13.78,100.0,15.0,52
1425.56,1082.94,13.78,100.0,15.0,78
768.63,816.34,13.78,100.0,15.0,53
1470.88,1073.94,13.78,100.0,15.0,44
778.0,613.44,13.78,100.0,15.0,82
1573.69,569.0,13.78,100.0,15.0,27
1504.51,825.41,13.78,100.0,15.0,1c
798.63,778.69,13.78,100.0,15.0,15
1489.07,825.69,13.78,100.0,15.0,3
1579.38,473.19,13.78,100.0,15.0,34
874.28,625.54,13.78,100.0,15.0,63
1485.04,841.29,13.78,100.0,15.0,1b
1498.87,847.16,13.78,100.0,15.0,1
1457.38,1043.5,13.78,100.0,15.0,204c
583.69,854.5,13.992,100.0,15.0,9
323.63,227.57,13.992,100.0,15.0,12
977.75,829.69,13.992,100.0,15.0,52
1425.56,1082.94,13.992,100.0,15.0,78
768.63,816.34,13.992,100.0,15.0,53
1470.88,1073.94,13.992,100.0,15.0,44
778.0,613.44,13.992,100.0,15.0,82
1573.69,569.0,13.992,100.0,15.0,27
1504.51,825.41,13.992,100.0,15.0,1c
798.63,778.69,13.992,100.0,15.0,15
1489.07,825.69,13.992,100.0,15.0,3
1579.38,473.19,13.992,100.0,15.0,34
874.28,625.54,13.992,100.0,15.0,63
1485.04,841.29,13.992,100.0,15.0,1b
1498.87,847.16,13.992,100.0,15.0,1
1457.38,1043.5,13.992,100.0,15.0,204c
583.69,854.5,14.204,100.0,15.0,9
323.63,227.57,14.204,100.0,15.0,12
977.75,829.69,14.204,100.0,15.0,52
1425.56,1082.94,14.204,100.0,15.0,78
768.63,816.34,14.204,100.0,15.0,53
1470.88,1073.94,14.204,100.0,15.0,44
778.0,613.44,14.204,100.0,15.0,82
1573.69,569.0,14.204,100.0,15.0,27
1504.51,825.41,14.204,100.0,15.0,1c
798.63,778.69,14.204,100.0,15.0,15
1489.07,825.69,14.204,100.0,15.0,3
1579.38,473.19,14.204,100.0,15.0,34
874.28,625.54,14.204,100.0,15.0,63
1485.04,841.29,14.204,100.0,15.0,1b
1498.87,847.16,14.204,100.0,15.0,1
1457.38,1043.5,14.204,100.0,15.0,204c
583.69,854.5,14.416,100.0,15.0,9
323.63,227.57,14.416,100.0,15.0,12
977.75,829.69,14.416,100.0,15.0,52
1425.56,1082.94,14.416,100.0,15.0,78
768.63,816.34,14.416,100.0,15.0,53
1470.88,1073.94,14.416,100.0,15.0,44
778.0,613.44,14.416,100.0,15.0,82
1573.69,569.0,14.416,100.0,15.0,27
1504.51,825.41,14.416,100.0,15.0,1c
798.63,778.69,14.416,100.0,15.0,15
1489.07,825.69,14.416,100.0,15.0,3
1579.38,473.19,14.416,100.0,15.0,34
874.28,625.54,14.416,100.0,15.0,63
1485.04,841.29,14.416,100.0,15.0,1b
1498.87,847.16,14.416,100.0,15.0,1
1457.38,1043.5,14.416,100.0,15.0,204c
583.69,854.5,14.628,100.0,15.0,9
323.63,227.57,14.628,100.0,15.0,12
977.75,829.69,14.628,100.0,15.0,52
1425.56,1082.94,14.628,100.0,15.0,78
768.63,816.34,14.628,100.0,15.0,53
1470.88,1073.94,14.628,100.0,15.0,44
778.0,613.44,14.628,100.0,15.0,82
1573.69,569.0,14.628,100.0,15.0,27
1504.51,825.41,14.628,100.0,15.0,1c
798.63,778.69,14.628,100.0,15.0,15
1489.07,825.69,14.628,100.0,15.0,3
1579.38,473.19,14.628,100.0,15.0,34
874.28,625.54,14.628,100.0,15.0,63
1485.04,841.29,14.628,100.0,15.0,1b
1498.87,847.16,14.628,100.0,15.0,1
1457.38,1043.5,14.628,100.0,15.0,204c
583.69,854.5,14.84,100.0,15.0,9
323.63,227.57,14.84,100.0,15.0,12
977.75,829.69,14.84,100.0,15.0,52
1425.56,1082.94,14.84,100.0,15.0,78
768.63,816.34,14.84,100.0,15.0,53
1470.88,1073.94,14.84,100.0,15.0,44
778.0,613.44,14.84,100.0,15.0,82
1573.69,569.0,14.84,100.0,15.0,27
1504.51,825.41,14.84,100.0,15.0,1c
798.63,778.69,14.84,100.0,15.0,15
1489.07,825.69,14.84,100.0,15.0,3
1579.38,473.19,14.84,100.0,15.0,34
874.28,625.54,14.84,100.0,15.0,63
1485.04,841.29,14.84,100.0,15.0,1b
1498.87,847.16,14.84,100.0,15.0,1
1457.38,1043.5,14.84,100.0,15.0,204c
583.69,854.5,15.052,100.0,15.0,9
323.63,227.57,15.052,100.0,15.0,12
977.75,829.69,15.052,100.0,15.0,52
1425.56,1082.94,15.052,100.0,15.0,78
768.63,816.34,15.052,100.0,15.0,53
1470.88,1073.94,15.052,100.0,15.0,44
778.0,613.44,15.052,100.0,15.0,82
1573.69,569.0,15.052,100.0,15.0,27
1504.51,825.41,15.052,100.0,15.0,1c
798.63,778.69,15.052,100.0,15.0,15
1489.07,825.69,15.052,100.0,15.0,3
1579.38,473.19,15.052,100.0,15.0,34
874.28,625.54,15.052,100.0,15.0,63
1485.04,841.29,15.052,100.0,15.0,1b
1498.87,847.16,15.052,100.0,15.0,1
1457.38,1043.5,15.052,100.0,15.0,204c
583.69,854.5,15.264,100.0,15.0,9
323.63,227.57,15.264,100.0,15.0,12
977.75,829.69,15.264,100.0,15.0,52
1425.56,1082.94,15.264,100.0,15.0,78
768.63,816.34,15.264,100.0,15.0,53
1470.88,1073.94,15.264,100.0,15.0,44
778.0,613.44,15.264,100.0,15.0,82
1573.69,569.0,15.264,100.0,15.0,27
1504.51,825.41,15.264,100.0,15.0,1c
798.63,778.69,15.264,100.0,15.0,15
1489.07,825.69,15.264,100.0,15.0,3
1579.38,473.19,15.264,100.0,15.0,34
874.28,625.54,15.264,100.0,15.0,63
1485.04,841.29,15.264,100.0,15.0,1b
1498.87,847.16,15.264,100.0,15.0,1
1457.38,1043.5,15.264,100.0,15.0,204c
583.69,854.5,15.476,100.0,15.0,9
323.63,227.57,15.476,100.0,15.0,12
977.75,829.69,15.476,100.0,15.0,52
1425.56,1082.94,15.476,100.0,15.0,78
768.63,816.34,15.476,100.0,15.0,53
1470.88,1073.94,15.476,100.0,15.0,44
778.0,613.44,15.476,100.0,15.0,82
1573.69,569.0,15.476,100.0,15.0,27
1504.51,825.41,15.476,100.0,15.0,1c
798.63,778.69,15.476,100.0,15.0,15
1489.07,825.69,15.476,100.0,15.0,3
1579.38,473.19,15.476,100.0,15.0,34
874.28,625.54,15.476,100.0,15.0,63
1485.04,841.29,15.476,100.0,15.0,1b
1498.87,847.16,15.476,100.0,15.0,1
1457.38,1043.5,15.476,100.0,15.0,204c
583.69,854.5,15.688,100.0,15.0,9
323.63,227.57,15.688,100.0,15.0,12
977.75,829.69,15.688,100.0,15.0,52
1425.56,1082.94,15.688,100.0,15.0,78
768.63,816.34,15.688,100.0,15.0,53
1470.88,1073.94,15.688,100.0,15.0,44
778.0,613.44,15.688,100.0,15.0,82
1573.69,569.0,15.688,100.0,15.0,27
1504.51,825.41,15.688,100.0,15.0,1c
798.63,778.69,15.688,100.0,15.0,15
1489.07,825.69,15.688,100.0,15.0,3
1579.38,473.19,15.688,100.0,15.0,34
874.28,625.54,15.688,100.0,15.0,63
1485.04,841.29,15.688,100.0,15.0,1b
1498.87,847.16,15.688,100.0,15.0,1
1457.38,1043.5,15.688,100.0,15.0,204c
583.69,854.5,15.9,100.0,15.0,9
323.63,227.57,15.9,100.0,15.0,12
977.75,829.69,15.9,100.0,15.0,52
1425.56,1082.94,15.9,100.0,15.0,78
768.63,816.34,15.9,100.0,15.0,53
1470.88,1073.94,15.9,100.0,15.0,44
778.0,613.44,15.9,100.0,15.0,82
1573.69,569.0,15.9,100.0,15.0,27
1504.51,825.41,15.9,100.0,15.0,1c
798.63,778.69,15.9,100.0,15.0,15
1489.07,825.69,15.9,100.0,15.0,3
1579.38,473.19,15.9,100.0,15.0,34
874.28,625.54,15.9,100.0,15.0,63
