App_Name,EndTime,"IoTDeviceBatteryConsumption",IoTDeviceDrained,SimulationTime,StartTime,TotalCloudLetSizes,TotalEdgeLetSizes,TotalIoTGeneratedData,TotalMELGeneratedData,appTotalRunningTime
App_45,52.0634,10.190000000000097,No,16.659399999999998,35.404,200,250,1,70,16.659399999999998
App_46,61.73038,11.210000000000107,No,26.326379999999993,35.404,200,250,1,70,26.326379999999993
App_47,57.544379999999975,6.110000000000056,No,22.140379999999972,35.404,200,250,1,70,22.140379999999972
App_48,54.237320000000004,6.110000000000056,No,18.83332,35.404,200,250,1,70,18.83332
App_49,102.31125000000002,6.100000000000051,No,66.69525000000002,35.616,200,250,1,70,66.69525000000002
App_50,102.31125000000002,6.100000000000051,No,66.69525000000002,35.616,200,250,1,70,66.69525000000002
App_51,102.31125000000002,6.100000000000051,No,66.69525000000002,35.616,200,250,1,70,66.69525000000002
App_52,57.15774999999998,10.180000000000092,No,21.54174999999998,35.616,200,250,1,70,21.54174999999998
App_53,60.61059999999999,11.200000000000102,No,24.99459999999999,35.616,200,250,1,70,24.99459999999999
App_54,60.40184,6.100000000000051,No,24.78584,35.616,200,250,1,70,24.78584
App_55,56.07094999999999,6.100000000000051,No,20.45494999999999,35.616,200,250,1,70,20.45494999999999
App_56,113.95922000000002,8.150000000000077,No,78.13122000000001,35.828,200,250,1,70,78.13122000000001
App_57,113.95922000000002,8.150000000000077,No,78.13122000000001,35.828,200,250,1,70,78.13122000000001
App_58,113.95922000000002,8.150000000000077,No,78.13122000000001,35.828,200,250,1,70,78.13122000000001
App_59,71.51944999999999,12.230000000000118,No,35.69144999999999,35.828,200,250,1,70,35.69144999999999
App_60,61.8452,13.250000000000128,No,26.017199999999995,35.828,200,250,1,70,26.017199999999995
App_61,64.28205,8.150000000000077,No,28.454049999999995,35.828,200,250,1,70,28.454049999999995
App_62,66.77600000000002,8.150000000000077,No,30.94800000000002,35.828,200,250,1,70,30.94800000000002
App_63,113.50307000000001,8.140000000000072,No,77.46307000000002,36.04,200,250,1,70,77.46307000000002
App_64,113.50307000000001,8.140000000000072,No,77.46307000000002,36.04,200,250,1,70,77.46307000000002
App_65,113.50307000000001,8.140000000000072,No,77.46307000000002,36.04,200,250,1,70,77.46307000000002
App_66,74.85153,12.220000000000113,No,38.81153,36.04,200,250,1,70,38.81153
App_67,65.38017,13.240000000000123,No,29.340170000000008,36.04,200,250,1,70,29.340170000000008
App_68,62.934760000000004,8.140000000000072,No,26.894760000000005,36.04,200,250,1,70,26.894760000000005
App_69,77.5716,8.140000000000072,No,41.531600000000005,36.04,200,250,1,70,41.531600000000005
App_70,110.49843000000001,10.190000000000097,No,74.24643,36.252,200,250,1,70,74.24643
App_71,110.49843000000001,10.190000000000097,No,74.24643,36.252,200,250,1,70,74.24643
App_72,110.49843000000001,9.170000000000087,No,74.24643,36.252,200,250,1,70,74.24643
App_73,79.01993000000002,14.270000000000138,No,42.767930000000014,36.252,200,250,1,70,42.767930000000014
App_74,63.982910000000004,15.290000000000148,No,27.73091,36.252,200,250,1,70,27.73091
App_75,63.15515999999999,10.190000000000097,No,26.903159999999986,36.252,200,250,1,70,26.903159999999986
