appID,appName,appStartTime,cloudDatacenterName,cloudDcId,dataRate,edgeDatacenterName,edgeDcId,endTime,"ioTDeviceBatteryConsumption",ioTDeviceBatteryStatus,ioTDeviceId,ioTDeviceName,ioTDeviceOutputSize,isIoTDeviceDied,melId,melname,meloutputSize,osmesisCloudletSize,osmesisEdgeletSize,startDataGenerationTime,stopDataGenerationTime,vmCloudId,vmName,workflowId
165,App_165,39.008,Cloud_1,4,1.0,,0,0.0,28.55000000000028,No,114,id_0,1,false,-1,@44,70,200,250,39.008,40.008,0,VM_6,1
166,App_166,39.008,Cloud_1,4,1.0,,0,0.0,23.45000000000023,No,115,id_3,1,false,-1,@12,70,200,250,39.008,40.008,0,VM_7,1
167,App_167,39.008,Cloud_1,4,1.0,,0,0.0,23.45000000000023,No,116,id_2,1,false,-1,@44,70,200,250,39.008,40.008,0,VM_8,1
168,App_168,39.22,Cloud_1,4,1.0,,0,0.0,23.440000000000225,No,109,id_5,1,false,-1,@9,70,200,250,39.22,40.22,0,VM_9,1
169,App_169,39.22,Cloud_1,4,1.0,,0,0.0,23.440000000000225,No,110,id_4,1,false,-1,@9,70,200,250,39.22,40.22,0,VM_10,1
170,App_170,39.22,Cloud_1,4,1.0,,0,0.0,7.120000000000061,No,111,id_7,1,false,-1,@9,70,200,250,39.22,40.22,0,VM_1,1
171,App_171,39.22,Cloud_1,4,1.0,,0,0.0,21.400000000000205,No,112,id_6,1,false,-1,@9,70,200,250,39.22,40.22,0,VM_2,1
172,App_172,39.22,Cloud_1,4,1.0,,0,0.0,27.520000000000266,No,113,id_1,1,false,-1,@44,70,200,250,39.22,40.22,0,VM_3,1
173,App_173,39.22,Cloud_1,4,1.0,,0,0.0,28.540000000000276,No,114,id_0,1,false,-1,@44,70,200,250,39.22,40.22,0,VM_4,1
174,App_174,39.22,Cloud_1,4,1.0,,0,0.0,23.440000000000225,No,115,id_3,1,false,-1,@12,70,200,250,39.22,40.22,0,VM_5,1
175,App_175,39.22,Cloud_1,4,1.0,,0,0.0,23.440000000000225,No,116,id_2,1,false,-1,@44,70,200,250,39.22,40.22,0,VM_6,1
176,App_176,39.432,Cloud_1,4,1.0,,0,0.0,25.49000000000025,No,109,id_5,1,false,-1,@9,70,200,250,39.432,40.432,0,VM_7,1
177,App_177,39.432,Cloud_1,4,1.0,,0,0.0,25.49000000000025,No,110,id_4,1,false,-1,@9,70,200,250,39.432,40.432,0,VM_8,1
178,App_178,39.432,Cloud_1,4,1.0,,0,0.0,9.170000000000087,No,111,id_7,1,false,-1,@9,70,200,250,39.432,40.432,0,VM_9,1
179,App_179,39.432,Cloud_1,4,1.0,,0,0.0,23.45000000000023,No,112,id_6,1,false,-1,@9,70,200,250,39.432,40.432,0,VM_10,1
180,App_180,39.432,Cloud_1,4,1.0,,0,0.0,29.57000000000029,No,113,id_1,1,false,-1,@44,70,200,250,39.432,40.432,0,VM_1,1
181,App_181,39.432,Cloud_1,4,1.0,,0,0.0,30.590000000000302,No,114,id_0,1,false,-1,@44,70,200,250,39.432,40.432,0,VM_2,1
182,App_182,39.432,Cloud_1,4,1.0,,0,0.0,25.49000000000025,No,115,id_3,1,false,-1,@12,70,200,250,39.432,40.432,0,VM_3,1
183,App_183,39.432,Cloud_1,4,1.0,,0,0.0,25.49000000000025,No,116,id_2,1,false,-1,@44,70,200,250,39.432,40.432,0,VM_4,1
184,App_184,39.644,Cloud_1,4,1.0,,0,0.0,25.480000000000246,No,109,id_5,1,false,-1,@9,70,200,250,39.644,40.644,0,VM_5,1
185,App_185,39.644,Cloud_1,4,1.0,,0,0.0,25.480000000000246,No,110,id_4,1,false,-1,@9,70,200,250,39.644,40.644,0,VM_6,1
186,App_186,39.644,Cloud_1,4,1.0,,0,0.0,9.160000000000082,No,111,id_7,1,false,-1,@9,70,200,250,39.644,40.644,0,VM_7,1
187,App_187,39.644,Cloud_1,4,1.0,,0,0.0,23.440000000000225,No,112,id_6,1,false,-1,@9,70,200,250,39.644,40.644,0,VM_8,1
188,App_188,39.644,Cloud_1,4,1.0,,0,0.0,29.560000000000286,No,113,id_1,1,false,-1,@44,70,200,250,39.644,40.644,0,VM_9,1
189,App_189,39.644,Cloud_1,4,1.0,,0,0.0,30.580000000000297,No,114,id_0,1,false,-1,@44,70,200,250,39.644,40.644,0,VM_10,1
190,App_190,39.644,Cloud_1,4,1.0,,0,0.0,25.480000000000246,No,115,id_3,1,false,-1,@12,70,200,250,39.644,40.644,0,VM_1,1
191,App_191,39.644,Cloud_1,4,1.0,,0,0.0,25.480000000000246,No,116,id_2,1,false,-1,@44,70,200,250,39.644,40.644,0,VM_2,1
192,App_192,39.856,Cloud_1,4,1.0,,0,0.0,26.51000000000026,No,109,id_5,1,false,-1,@9,70,200,250,39.856,40.856,0,VM_3,1
193,App_193,39.856,Cloud_1,4,1.0,,0,0.0,26.51000000000026,No,110,id_4,1,false,-1,@9,70,200,250,39.856,40.856,0,VM_4,1
194,App_194,39.856,Cloud_1,4,1.0,,0,0.0,10.190000000000097,No,111,id_7,1,false,-1,@34,70,200,250,39.856,40.856,0,VM_5,1
195,App_195,39.856,Cloud_1,4,1.0,,0,0.0,24.47000000000024,No,112,id_6,1,false,-1,@9,70,200,250,39.856,40.856,0,VM_6,1
196,App_196,39.856,Cloud_1,4,1.0,,0,0.0,30.590000000000302,No,113,id_1,1,false,-1,@44,70,200,250,39.856,40.856,0,VM_7,1
197,App_197,39.856,Cloud_1,4,1.0,,0,0.0,31.610000000000312,No,114,id_0,1,false,-1,@44,70,200,250,39.856,40.856,0,VM_8,1
198,App_198,39.856,Cloud_1,4,1.0,,0,0.0,26.51000000000026,No,115,id_3,1,false,-1,@12,70,200,250,39.856,40.856,0,VM_9,1
199,App_199,39.856,Cloud_1,4,1.0,,0,0.0,26.51000000000026,No,116,id_2,1,false,-1,@44,70,200,250,39.856,40.856,0,VM_10,1
