APP_ID,AppName,CloudLetMISize,"CloudLetProcessingTimeByVM","DataSizeIoTDeviceToMEL_Mb",DataSizeMELToVM_Mb,DestinationVmName,EdgeLetMISize,"EdgeLetProcessingTimeByMEL",EdgeLet_MEL_FinishTime,EdgeLet_MEL_StartTime,FinishTime,IoTDeviceName,MELName,MelEndTransmissionTime,MelStartTransmissionTime,StartTime,Transaction,TransactionTotalTime,"TransmissionTimeIoTDeviceToMEL",TransmissionTimeMELToVM,flowIoTMelAppId,flowMELCloudAppId,path_dst,path_src,zEdgeToWANBW
50,App_50,200.0,0.7999999999999972,1,70,"VM_1 (Cloud_1)",250.0,22.327999999999996,58.156,35.828,102.31125000000002,id_4,"MEL_Edge_9.3 (Edge_9)",101.51125000000002,58.156,35.616,1,66.69525000000002,0.2120000000000033,43.35525000000002,50,50,"Host#1@Cloud_1",9,1.3333333333333333
51,App_51,200.0,0.7999999999999972,1,70,"VM_2 (Cloud_1)",250.0,22.327999999999996,58.156,35.828,102.31125000000002,id_6,"MEL_Edge_9.3 (Edge_9)",101.51125000000002,58.156,35.616,1,66.69525000000002,0.2120000000000033,43.35525000000002,51,51,"Host#2@Cloud_1",9,1.3157894736842106
52,App_52,200.0,0.7973700000000008,1,70,"VM_3 (Cloud_1)",250.0,14.148000000000003,49.976000000000006,35.828,57.15774999999998,id_1,"MEL_Edge_204c.11 (Edge_204c)",56.36037999999998,49.976000000000006,35.616,1,21.54174999999998,0.2120000000000033,6.384379999999972,52,52,"Host#3@Cloud_1",44,1.9230769230769231
53,App_53,200.0,0.7967599999999919,1,70,"VM_4 (Cloud_1)",250.0,8.427999999999983,44.255999999999986,35.828,60.61059999999999,id_0,"MEL_Edge_34.33 (Edge_34)",59.81384,44.255999999999986,35.616,1,24.99459999999999,0.2120000000000033,15.557840000000013,53,53,"Host#4@Cloud_1",34,4.166666666666667
54,App_54,200.0,0.7992400000000046,1,70,"VM_5 (Cloud_1)",250.0,8.384,44.212,35.828,60.40184,id_3,"MEL_Edge_34.35 (Edge_34)",59.602599999999995,44.212,35.616,1,24.78584,0.2120000000000033,15.390599999999992,54,54,"Host#5@Cloud_1",34,4.0
55,App_55,200.0,0.7999999999999972,1,70,"VM_6 (Cloud_1)",250.0,14.043999999999997,49.872,35.828,56.07094999999999,id_2,"MEL_Edge_204c.17 (Edge_204c)",55.27094999999999,49.872,35.616,1,20.45494999999999,0.2120000000000033,5.398949999999992,55,55,"Host#6@Cloud_1",44,3.5714285714285716
56,App_56,200.0,0.7961500000000115,1,70,"VM_7 (Cloud_1)",250.0,25.468000000000004,61.508,36.04,113.95922000000002,id_5,"MEL_Edge_9.1 (Edge_9)",113.16307,61.508,35.828,1,78.13122000000001,0.2119999999999962,51.65507,56,56,"Host#1@Cloud_1",9,1.7857142857142858
57,App_57,200.0,0.7961500000000115,1,70,"VM_8 (Cloud_1)",250.0,25.468000000000004,61.508,36.04,113.95922000000002,id_4,"MEL_Edge_9.1 (Edge_9)",113.16307,61.508,35.828,1,78.13122000000001,0.2119999999999962,51.65507,57,57,"Host#2@Cloud_1",9,1.7543859649122806
58,App_58,200.0,0.7961500000000115,1,70,"VM_9 (Cloud_1)",250.0,25.468000000000004,61.508,36.04,113.95922000000002,id_6,"MEL_Edge_9.1 (Edge_9)",113.16307,61.508,35.828,1,78.13122000000001,0.2119999999999962,51.65507,58,58,"Host#3@Cloud_1",9,1.7241379310344827
59,App_59,200.0,0.7999999999999972,1,70,"VM_10 (Cloud_1)",250.0,15.295999999999985,51.335999999999984,36.04,71.51944999999999,id_1,"MEL_Edge_204c.14 (Edge_204c)",70.71945,51.335999999999984,35.828,1,35.69144999999999,0.2119999999999962,19.38345000000001,59,59,"Host#4@Cloud_1",44,2.0
