bandWidthShare,channelID,edgeName,melName,timeStamp
20.0,"channelID: 258",Edge_204c,MEL_Edge_204c.17,51.335999999999984
16.666666666666668,"channelID: 258",Edge_204c,MEL_Edge_204c.17,51.67599999999999
14.285714285714286,"channelID: 258",Edge_204c,MEL_Edge_204c.17,52.016000000000005
12.5,"channelID: 258",Edge_204c,MEL_Edge_204c.17,52.232
11.11111111111111,"channelID: 258",Edge_204c,MEL_Edge_204c.17,52.352000000000004
10.0,"channelID: 258",Edge_204c,MEL_Edge_204c.17,52.764
9.090909090909092,"channelID: 258",Edge_204c,MEL_Edge_204c.17,53.071999999999996
8.333333333333334,"channelID: 258",Edge_204c,MEL_Edge_204c.17,53.412000000000006
9.090909090909092,"channelID: 258",Edge_204c,MEL_Edge_204c.17,53.43732000000001
8.333333333333334,"channelID: 258",Edge_204c,MEL_Edge_204c.17,53.495999999999995
7.6923076923076925,"channelID: 258",Edge_204c,MEL_Edge_204c.17,53.611999999999995
7.142857142857143,"channelID: 258",Edge_204c,MEL_Edge_204c.17,53.83599999999999
6.666666666666667,"channelID: 258",Edge_204c,MEL_Edge_204c.17,53.95599999999998
6.25,"channelID: 258",Edge_204c,MEL_Edge_204c.17,54.184
5.882352941176471,"channelID: 258",Edge_204c,MEL_Edge_204c.17,54.472
5.555555555555555,"channelID: 258",Edge_204c,MEL_Edge_204c.17,54.523999999999994
5.2631578947368425,"channelID: 258",Edge_204c,MEL_Edge_204c.17,54.52799999999999
5.0,"channelID: 258",Edge_204c,MEL_Edge_204c.17,54.699999999999996
4.761904761904762,"channelID: 258",Edge_204c,MEL_Edge_204c.17,54.75999999999999
4.545454545454546,"channelID: 258",Edge_204c,MEL_Edge_204c.17,54.80799999999999
4.3478260869565215,"channelID: 258",Edge_204c,MEL_Edge_204c.17,54.89199999999999
4.166666666666667,"channelID: 258",Edge_204c,MEL_Edge_204c.17,54.97199999999999
4.0,"channelID: 258",Edge_204c,MEL_Edge_204c.17,55.04399999999999
3.8461538461538463,"channelID: 258",Edge_204c,MEL_Edge_204c.17,55.05199999999998
3.7037037037037037,"channelID: 258",Edge_204c,MEL_Edge_204c.17,55.151999999999994
3.5714285714285716,"channelID: 258",Edge_204c,MEL_Edge_204c.17,55.23599999999999
20.0,"channelID: 259",Edge_204c,MEL_Edge_204c.11,49.976000000000006
25.0,"channelID: 259",Edge_204c,MEL_Edge_204c.11,50.723400000000005
20.0,"channelID: 259",Edge_204c,MEL_Edge_204c.11,50.88
25.0,"channelID: 259",Edge_204c,MEL_Edge_204c.11,51.264250000000004
20.0,"channelID: 259",Edge_204c,MEL_Edge_204c.11,51.335999999999984
16.666666666666668,"channelID: 259",Edge_204c,MEL_Edge_204c.11,51.67599999999999
14.285714285714286,"channelID: 259",Edge_204c,MEL_Edge_204c.11,52.016000000000005
12.5,"channelID: 259",Edge_204c,MEL_Edge_204c.11,52.232
11.11111111111111,"channelID: 259",Edge_204c,MEL_Edge_204c.11,52.352000000000004
10.0,"channelID: 259",Edge_204c,MEL_Edge_204c.11,52.764
9.090909090909092,"channelID: 259",Edge_204c,MEL_Edge_204c.11,53.071999999999996
8.333333333333334,"channelID: 259",Edge_204c,MEL_Edge_204c.11,53.412000000000006
9.090909090909092,"channelID: 259",Edge_204c,MEL_Edge_204c.11,53.43732000000001
8.333333333333334,"channelID: 259",Edge_204c,MEL_Edge_204c.11,53.495999999999995
7.6923076923076925,"channelID: 259",Edge_204c,MEL_Edge_204c.11,53.611999999999995
7.142857142857143,"channelID: 259",Edge_204c,MEL_Edge_204c.11,53.83599999999999
6.666666666666667,"channelID: 259",Edge_204c,MEL_Edge_204c.11,53.95599999999998
6.25,"channelID: 259",Edge_204c,MEL_Edge_204c.11,54.184
5.882352941176471,"channelID: 259",Edge_204c,MEL_Edge_204c.11,54.472
5.555555555555555,"channelID: 259",Edge_204c,MEL_Edge_204c.11,54.523999999999994
